"id"	"baseMean"	"baseMeanA"	"baseMeanB"	"foldChange"	"log2FoldChange"	"pval"	"padj"	"MUT1"	"MUT2"	"MUT3"	"MUT4"	"WT1"	"WT2"	"WT3"	"WT4"
"Abcc1"	369.682810224354	370.299290860495	369.066329588212	0.996670365559118	-0.00481166208651043	0.909059850902926	1	378.147686314315	352.489795835348	397.652177020868	347.975659182318	397.235165821477	323.556390827616	374.93076020047	385.474846592418
"Abcc10"	106.097427282758	101.298459492469	110.896395073047	1.09474907741604	0.130600233980687	0.393667173364156	1	117.454963173386	97.9729946128461	89.6117582018857	138.545864304071	91.8659484126757	106.473828291516	95.912520051283	110.941541214403
"Abcc3"	35.4369842330595	30.3612250719299	40.5127433941891	1.33435799438952	0.416145778547652	0.246608535418412	1	42.971327990263	52.1812688698854	33.6044093257071	33.2939673909008	48.48480610669	32.0455211362815	16.4698266754728	24.4447463692753
"Abcc4"	286.263569041118	278.013768793285	294.513369288951	1.05934814152293	0.083176790943603	0.452342511657975	1	327.537011125783	323.736851764187	273.315862515751	253.463751750084	311.323491842957	262.566528019855	267.392480142971	270.772575167357
"Abcc5"	611.970322093961	627.963057816284	595.977586371637	0.949064724355164	-0.0754216153100334	0.347460520374184	1	529.024793480127	611.266292475801	623.921866480629	619.697393049993	576.714009479575	625.404525401623	606.477146990941	703.256549392997
"Abcc8"	10.223161907353	13.2165711745201	7.22975264018597	0.547021806542685	-0.870329748955608	0.104273445337432	1	9.54918399783623	6.38954312692475	2.24029395504714	10.7399894809358	12.7591595017605	13.4384443474729	11.6257600062161	15.042920842631
"Abcc9"	390.089164953663	375.282798717414	404.895531189912	1.07890777987615	0.109571555093534	0.804750649651584	1	536.664140678396	548.435785061041	277.796450425846	256.685748594365	556.299354276759	508.593432227435	349.741613520335	86.496794845128
"Abcd1"	186.212246227862	192.627632450339	179.796860005386	0.933390800261948	-0.0994468470859204	0.445501620409806	1	175.704985560187	193.816141516717	171.382487561106	178.283825383534	183.731896825351	206.745297653429	197.637920105674	182.3954152169
"Abcd2"	160.0546584542	159.153431376805	160.955885531595	1.01132526103394	0.0162470694589346	0.895749511194131	1	167.110719962134	150.154263482732	157.940723830823	168.617834850691	164.167852255985	174.699776517147	149.197253413107	148.548843320981
"Abcd3"	1045.55707154927	1048.28983212619	1042.82431097236	0.99478624996033	-0.00754152827659059	0.90742439153778	1	1065.68893415852	1021.26197645347	1061.89933469235	1022.44699858508	1079.42489384894	1067.83946237996	988.18960052837	1057.70537174749
"Abcd4"	110.768833296037	120.299137420957	101.238529171117	0.841556567582507	-0.248867845283556	0.0914454023578907	1	87.8524927800933	99.0379184673336	105.293815887216	112.769889549825	128.442205651056	98.2040163853788	119.164040063715	135.386287583679
"Abce1"	3885.26949130046	3893.38847891945	3877.15050368148	0.99582934625561	-0.00602956384411158	0.906043112955026	1	3919.94003111177	3882.71237346127	3806.25942962509	3899.69018052777	3787.76915075597	3648.02077709475	3929.50688210105	4208.25710572601
"Abcf1"	1997.84723959841	1959.02786821561	2036.66661098122	1.03963125998627	0.0560719190200475	0.386590234678857	1	1912.7015547666	2086.18583094093	2111.47705263193	2036.30200558542	2061.8801754845	1842.10060209205	1982.19208105985	1949.93861422604
"Abcf2"	1652.94856461233	1639.26141890894	1666.63571031571	1.01669916164134	0.0238928530261313	0.689541661771693	1	1641.50472922805	1692.16400478057	1674.61973139774	1658.25437585648	1618.71203545668	1645.69256932129	1626.63758753641	1666.00348332138
"Abcf3"	610.028315866218	605.490339085452	614.566292646984	1.0149894275361	0.0214646999023996	0.750856816740459	1	639.795327855028	579.318576841177	593.677898087493	645.473367804239	593.726222148589	617.134713495485	609.383586992495	601.716833705238
"Abcg1"	44.9725916020719	43.9999639171541	45.9452192869896	1.04421038556982	0.0624124127120627	0.810136231211355	1	38.1967359913449	47.9215734519356	50.4066139885607	47.2559537161173	35.7256466049294	48.5851449485558	48.4406666925672	43.248397422564
"Abcg2"	724.285620530782	722.502760520482	726.068480541083	1.00493523376718	0.00710252535067801	0.923403743674733	1	738.151923032741	749.70639355917	673.208333491666	743.207272080754	730.674534134152	689.495567674186	743.07982706398	726.761113209608
"Abcg4"	24.5865097434763	26.1958586689875	22.977160817965	0.877129515329346	-0.18913821079473	0.632772805050261	1	20.0532863954561	15.9738578173119	26.8835274605657	28.9979715985265	17.8628233024647	39.2816065541515	21.3138933447296	26.3251114746042
"Abcg5"	61.7706120293584	66.1801854477549	57.3610386109619	0.866740372860466	-0.206328187807218	0.312838227674904	1	38.1967359913449	58.5708119968102	66.0886716738907	66.5879347818017	52.7378592739435	73.3945806669673	76.5362533742561	62.0520484758527
"Abhd10"	257.836679514979	268.575397403401	247.097961626556	0.920032005967447	-0.120244044535817	0.249365308056183	1	250.188620743309	226.828781005828	264.354686695563	247.019758061522	278.149677138379	256.364169090252	258.673160138309	281.114583246666
"Abhd11"	209.111122250334	207.750486404329	210.471758096339	1.01309875003957	0.0187748051842952	0.915689385416232	1	182.389414358672	209.789999334029	227.389836437285	222.31778225537	194.789835060211	206.745297653429	216.04537344885	213.421439454827
"Abhd12"	451.891372837037	460.371530827001	443.411214847074	0.963159503044293	-0.054153360997196	0.584291127754041	1	446.901811098736	453.657562011657	441.337909144287	431.747577133617	426.155927358801	507.559705739168	462.123960247091	445.646529962942
"Abhd13"	846.240690281516	840.011479370293	852.469901192739	1.01483125186787	0.0212398531906463	0.738246491178582	1	873.750335802015	850.874159735479	837.869939187631	847.385170045831	842.955137749645	866.262797167867	854.493360456885	796.334622106776
"Abhd14a"	164.810230612999	155.799099248556	173.821361977442	1.11567629604927	0.1579185022327	0.22065630244288	1	156.606617564514	193.816141516717	159.060870808347	185.801818020189	138.649533252464	155.058973240072	173.41758675939	156.070303742296
"Abhd14b"	77.0339586827398	74.4251155576273	79.6428018078522	1.07010652534607	0.097754418999244	0.591395258127592	1	78.3033087822571	87.3237560679715	62.72823074132	90.2159116398603	68.0488506760561	70.2934012021658	79.4426933758102	79.915516976477
"Abhd15"	11.2621570217378	9.95115801192178	12.5731560315537	1.26348672350401	0.337410504776905	0.500920802205449	1	13.3688575969707	11.714162399362	12.3216167527593	12.8879873771229	11.0579382348591	14.47217083574	5.81288000310806	8.46164297397991
"Abhd16a"	344.67051394188	344.733237000467	344.607790883293	0.999636106694367	-0.000525082610267632	0.952292038912509	1	311.303398329461	364.203958234711	351.726150942401	351.197656026599	369.165014917604	352.500732499096	352.648053521889	304.619147063277
"Abhd2"	312.825457858835	296.596204613777	329.054711103893	1.10943668861974	0.149827340702598	0.145461333304746	1	306.528806330543	331.191318745599	358.447032807543	320.051686531885	295.161889807393	288.409690226533	291.612813489254	311.200424931928
"Abhd3"	14.8730562730698	14.2922369589165	15.4538755872231	1.08127759367871	0.112736950095462	0.790763031685456	1	23.8729599945906	12.7790862538495	11.2014697752357	13.9619863252165	17.012212669014	12.4047178592057	16.4698266754728	11.2821906319732
"Abhd4"	443.941281228628	471.372252133531	416.510310323724	0.883612279760867	-0.178514626593671	0.104507736893121	1	358.094399918859	416.385227104596	472.702024514947	418.859589756494	490.802335501055	431.063945607399	538.660213621347	424.962513804324
"Abhd5"	270.838624571915	277.142535558588	264.534713585241	0.954507806071935	-0.0671710986879873	0.56477165584602	1	293.159948733572	264.101115912889	244.192041100138	256.685748594365	288.357004739788	298.746955109205	243.172146796687	278.294035588673
"Abhd6"	127.444158908991	127.14186633101	127.746451486971	1.00475520120482	0.00684404565541393	0.971422664170517	1	135.598412769275	124.596090975033	117.615432639975	133.175869563603	131.844648184859	120.945999127256	128.852173402229	126.924644609699
"Abhd8"	361.188207994636	365.906039007981	356.470376981291	0.974212882486796	-0.0376910341305453	0.681667529141205	1	341.860787122537	353.554719689836	368.528355605255	361.937645507535	365.762572383801	374.208988752706	372.024320198916	351.628274696499
"Abi1"	898.173533427694	919.767571003618	876.579495851771	0.953044577224307	-0.0693843992868898	0.351944335509236	1	958.738073382758	867.912941407278	806.505823816971	873.161144800077	935.671696795771	920.016574557759	966.875707183641	856.5063054773
"Abi2"	1441.99439273468	1425.88312805304	1458.10565741633	1.0225982962624	0.0322395274842172	0.629092275683691	1	1447.65629407197	1392.92040166959	1504.35739081416	1487.4885431096	1418.81853659577	1336.60834932942	1421.24916075992	1526.85646552704
"Abi3"	45.2373692563978	48.57138296885	41.9033555439457	0.862716953536597	-0.213040787753057	0.373890504254736	1	42.0164095904794	48.986497306423	34.7245563032307	41.8859589756494	53.5884699073942	44.4502389954872	43.5966000233105	52.6502229492083
"Abi3bp"	102.877175011023	113.688148561271	92.0662014607743	0.809813534883595	-0.304338339071978	0.469957226410755	1	72.5737983835554	108.622233157721	82.8908763367442	104.177897965077	128.442205651056	186.070767888086	68.7857467034454	71.453874002497
"Abl1"	2902.53451412209	2897.22004838878	2907.8489798554	1.00366866557911	0.00528308062425728	0.918218170309328	1	2838.01748415693	2858.25562544434	2924.70375831404	3010.41905150629	2790.85348835175	2876.86081684746	3018.82234828079	2902.34354007511
"Abl2"	1343.46822005322	1379.5368916744	1307.39954843204	0.947709014758713	-0.077483933871718	0.186885199226248	1	1201.2873469278	1309.85634101957	1385.62181119666	1332.83269458413	1368.63250922218	1390.36212671931	1390.24713407668	1368.90579667942
"Ablim1"	775.686188522063	768.561324469209	782.811052574917	1.01854078217577	0.0265037466904814	0.762007398086867	1	716.188799837718	794.433195447643	754.979062850887	865.643152163422	795.320942276406	830.082370078517	732.422880391616	716.419105130299
"Ablim3"	35.203902421433	39.3016532369467	31.1061516059193	0.79147183499846	-0.337390082782675	0.726427608407848	1	19.0983679956725	67.0902028327098	15.68205768533	22.5539779099651	34.024425338028	85.799298526173	24.2203333462836	13.1625557373021
"Abr"	2018.04101103599	1920.10939965197	2115.97262242001	1.10200628297718	0.140132449312136	0.0150334935044801	0.694015949531276	2054.02947793457	2198.00283566211	2180.92616523839	2030.93201084495	1891.75804879436	1810.05508095577	1964.75344105052	2013.87102780722
"Abt1"	289.542237175657	281.926816851647	297.157657499667	1.05402409326685	0.075907845001056	0.44661622964783	1	269.286988738982	299.243603110976	322.602329526788	297.49770862192	248.378304967605	312.185399456678	293.550440156957	273.59312282535
"Abtb1"	139.219202880465	140.305034692892	138.133371068038	0.984521841075713	-0.0225048830092886	0.923196063071657	1	151.832025565596	144.829644210294	136.657931257876	119.213883238387	135.247090718661	137.48562293953	154.041320082364	134.446105031014
"Abtb2"	159.87694742864	157.993105873276	161.760788984005	1.02384713617663	0.0340003321909799	0.77929325052878	1	156.606617564514	161.868425882094	154.580282898253	173.987829591159	145.45441832007	170.564870564079	160.823013419323	155.130121189632
"Acaa2"	678.253623745359	674.892842767407	681.614404723312	1.00995945064159	0.014297370667513	0.908677033342371	1	699.955187041396	670.902028327098	709.05303677242	646.547366752332	762.997738205279	680.192029279781	678.16933369594	578.212269888627
"Acaca"	1562.94467297439	1519.56946388384	1606.31988206494	1.05708881380084	0.0800965932269916	0.349507279309392	1	1493.49237726159	1557.98359911515	1625.3332643867	1748.47028749634	1403.50754519366	1439.98099815613	1514.25524080965	1720.53407137592
"Acacb"	88.2649366373613	90.1410672092967	86.388806065426	0.95837345551769	-0.0613401451531219	0.6852791974738	1	76.3934719826899	92.6483753404088	87.3714642468385	89.1419126917668	97.8202228468306	75.4620336435016	101.725400054391	85.5566122924636
"Acad10"	40.484754541166	43.4378471015839	37.5316619807481	0.864031357101479	-0.210844423801979	0.407208794429895	1	44.8811647898303	42.5969541794983	34.7245563032307	27.923972650433	53.5884699073942	38.2478800658844	35.8460933524997	46.0689450805573
"Acad11"	194.535033820041	187.031030653223	202.039036986859	1.08024340282583	0.111356420245374	0.338269846341276	1	197.66810875521	209.789999334029	184.824251291389	215.873788566809	175.225790490844	202.61039170036	186.012160099458	184.275780322229
"Acad8"	384.207022393899	376.392928549502	392.021116238296	1.04152093863458	0.0586918434694113	0.479387375085573	1	423.028851104145	364.203958234711	366.288061650208	414.56359396412	376.820510618661	404.187056912454	371.055506865065	353.508639801827
"Acad9"	754.408036153773	738.328952741218	770.487119566328	1.04355533763875	0.0615071057399235	0.390085680041086	1	754.385535829062	793.368271593156	742.657446098127	791.537224744965	735.778197934857	777.362319176893	693.670347037562	746.504946815561
"Acadl"	608.202211752504	619.573489573991	596.830933931018	0.963293207301992	-0.053953102284587	0.482776255773975	1	623.561715058706	607.006597057851	548.87201898655	607.883404620964	679.63789612711	608.864901589348	620.04053366486	569.750626914647
"Acadm"	533.483939196771	545.831383554231	521.136494839311	0.954757294177339	-0.0667940580618032	0.421939149085306	1	557.672345473636	483.475429937306	508.546727795701	534.851476150601	579.265841379927	566.482115570395	496.032426931888	541.545150334714
"Acads"	539.750173278993	536.820651718293	542.679694839693	1.01091434001774	0.0156607554335142	0.871567080499399	1	531.889548679478	555.890252042453	529.829520368649	553.109458268191	569.90912441197	544.773859316785	550.285973627563	482.313649516855
"Acadsb"	698.779724080238	692.488962847368	705.070485313107	1.01816855306113	0.0259764126281675	0.720828955499451	1	699.955187041396	702.849743961722	698.971713974708	718.505296274602	690.695834361969	717.406182857398	683.982213699048	677.871620471057
"Acadvl"	441.084260230358	448.964550308099	433.203970152617	0.96489571360441	-0.0515550712589739	0.561797490961086	1	443.082137499601	424.904617940496	423.41555750391	441.41356766646	468.686459031336	474.480458114619	411.745666886821	440.94561719962
"Acap2"	1187.96258935733	1203.71552476894	1172.20965394573	0.973826148973818	-0.0382638548180553	0.587782893423685	1	1219.43079652369	1113.91035179388	1178.3946203548	1177.10284711056	1150.8761870588	1211.52744424909	1224.5800539881	1227.87841377975
"Acap3"	334.719187114194	335.163714908067	334.274659320321	0.99734739905246	-0.00383197883771669	0.981748520417046	1	311.303398329461	338.645785727012	333.803799302024	353.345653922786	301.116164241548	326.657570292418	357.492120191146	355.389004907156
"Acat1"	1180.28579917277	1193.92866808742	1166.64293025813	0.977146257930966	-0.0333535758877733	0.672475604506278	1	1167.86520293537	1168.22146837274	1144.79021102909	1185.69483869531	1257.20251624014	1322.13617849368	1149.01261394769	1047.36336366818
"Acat2"	1264.65895773788	1237.92831458099	1291.38960089477	1.0431860921865	0.0609965407213921	0.34379779660491	1	1205.10702052693	1284.29816851187	1375.54048839895	1300.61272614132	1180.64755922957	1271.48358056859	1228.4553073235	1271.12681120232
"Acbd3"	859.57807959921	873.581366277482	845.574792920938	0.967940509679269	-0.0470097137388579	0.520891334583065	1	919.586418991629	848.744312026504	802.025235906877	811.943204758743	899.946050190842	836.28472900812	857.399800458439	900.694885452528
"Acbd4"	31.7885077439999	28.6182763861221	34.9587391018777	1.22155292059554	0.288716365960407	0.419634019243044	1	28.6475519935087	40.4671064705234	48.1663200335135	22.5539779099651	32.3232040711266	22.7419827418772	37.7837200202024	21.624198711282
"Acbd5"	473.004086300158	485.55730973776	460.450862862555	0.948293545639824	-0.0765943782901412	0.384015289013586	1	484.143628690297	464.306800556532	437.977468211716	455.375553991676	488.250503600702	483.783996509024	474.718533587158	495.476205254157
"Acbd6"	439.58740246841	426.999279139466	452.175525797354	1.05896086454438	0.0826492733991558	0.338493053200599	1	462.180505495274	437.683704194345	474.942318469994	433.895575029804	415.097989123942	415.558048283392	450.498200240875	426.842878909653
"Accs"	90.2719576020536	94.9102981364944	85.6336170676127	0.902258435058959	-0.148387369193953	0.343721062465748	1	67.7992063846373	95.8431469038712	92.9721991344564	85.919915847486	99.521444113732	78.563213108303	107.538280057499	94.0182552664435
"Acd"	253.810498908374	237.990113885538	269.63088393121	1.13294993447034	0.180084109272062	0.0798763085714326	1	290.295193534221	245.997410386603	283.397185313463	258.833746490552	212.652658362675	263.600254508122	221.858253451958	253.849289219397
"Ace"	12.405923919251	11.1436944771914	13.6681533613106	1.22653697921153	0.294590730773508	0.547675318010599	1	13.3688575969707	18.1037055262868	15.68205768533	7.51799263665503	8.50610633450701	21.70825625361	8.71932000466209	5.64109531598661
"Ace2"	597.114950689318	594.786152920064	599.443748458573	1.00783070607082	0.0112533173850176	0.963782265004635	1	707.594534239665	652.798322800812	492.864670110371	544.517466683443	802.976437977462	641.944149213897	561.911733633779	372.312290855116
"Acer2"	155.521926228144	143.705017188446	167.338835267841	1.16446063291167	0.219661866974176	0.292845873663687	1	204.352537553695	184.23182682633	115.375138684928	165.395838006411	178.628233024647	140.586802404332	123.039293399121	132.565739925685
"Acer3"	183.472384938224	186.103995315961	180.840774560487	0.971718926578988	-0.0413890257802234	0.760174069143898	1	184.299251158239	175.71243599043	164.661605695965	198.689805397311	197.341666960563	197.441759259025	186.980973433309	162.651581610947
"Acin1"	3079.60444587166	3084.47060401797	3074.73828772534	0.99684473689587	-0.00455927908410704	0.92049827762122	1	3030.91100091322	3128.74628448415	2979.5909602127	3159.7049052913	3088.5672100595	3068.10021717689	2942.28609490653	3238.92889392898
"Acly"	3748.19568911058	3679.64419467379	3816.74718354737	1.03725984949089	0.0527773566496199	0.322914440042814	1	3560.89071279313	3952.99734785744	3829.78251615309	3923.31815738583	3598.93359012992	3705.90946043771	3703.77337531369	3709.96035281386
"Aco1"	1368.2942924636	1353.39569231215	1383.19289261504	1.02201662120853	0.0314186592306466	0.636140056568476	1	1379.85708768734	1324.7652749824	1467.39254055588	1360.75666723456	1394.1508282257	1351.08052016516	1371.8396807335	1296.51174012426
"Aco2"	2467.06465681873	2456.7169298495	2477.41238378797	1.00842402870555	0.0121024002243293	0.92500813252094	1	2278.43530188373	2585.63511869555	2527.05158129318	2518.52753327943	2610.5240340602	2388.94191438537	2498.56958800261	2328.8321829498
"Acot1"	225.646695233667	232.60116853285	218.692221934483	0.940202593623673	-0.0889564345611486	0.450352637435668	1	218.67631355045	220.439237878904	225.149542482238	210.503793826341	217.756322163379	227.419827418772	257.704346804457	227.524177744793
"Acot11"	87.4439224555273	96.7006878579427	78.1871570531119	0.808548096038077	-0.306594500716158	0.151503939550097	1	72.5737983835554	81.9991367955342	59.3677898087493	98.8079032246089	92.7165590461264	98.2040163853788	74.5986267065534	121.283549293712
"Acot13"	155.930341267815	172.865125596705	138.995556938925	0.804069394906192	-0.314608076857937	0.109124645425757	1	130.823820770356	173.582588281456	136.657931257876	114.917887446013	192.238003159858	206.745297653429	161.791826753174	130.685374820356
"Acot2"	118.951373536445	123.13085519768	114.77189187521	0.932113170910327	-0.101422967047442	0.507734603107488	1	122.229555172304	97.9729946128461	115.375138684928	123.509879030761	132.695258818309	120.945999127256	129.82098673608	109.061176109074
"Acot6"	38.1241599466963	39.3689620318741	36.8793578615185	0.936762260373033	-0.0942451401727135	0.752398076052416	1	40.1065727909122	35.1424871980861	33.6044093257071	38.6639621313687	40.8293104056337	40.3153330424186	37.7837200202024	38.5474846592418
"Acot7"	354.737777695191	343.394652053912	366.08090333647	1.06606466101574	0.0922949458809513	0.316646549711188	1	350.45505272059	375.918120634073	341.644828144689	396.305611846529	322.381430077816	360.770544405234	329.396533509457	361.030100223143
"Acot8"	73.6594353830372	78.1873314615095	69.1315393045649	0.884178267915402	-0.177590819943927	0.357226095479608	1	72.5737983835554	69.2200505416847	63.8483777188435	70.883930574176	85.0610633450701	81.6643925731044	73.6298133727021	72.3940565551615
"Acot9"	195.754361617135	213.952157183932	177.556566050339	0.829889113469866	-0.26900951280647	0.0263100663880619	0.937621917298668	175.704985560187	193.816141516717	162.421311740918	178.283825383534	222.009375330633	226.386100930505	201.513173441079	205.899979033511
"Acox1"	591.848702237679	592.338171838856	591.359232636503	0.998347330547153	-0.00238627042555825	0.983308985595477	1	615.922367860437	594.227510804001	591.437604132445	563.849447749127	612.439656084505	587.156645335738	578.381560309252	591.374825625929
"Acox3"	167.124921027084	165.044158837404	169.205683216764	1.02521461170559	0.0359259456665992	0.806496265164618	1	162.336127963216	144.829644210294	161.301164763394	208.355795930154	165.869073522887	157.126426216606	179.230466762499	157.950668847625
"Acoxl"	18.0164384126465	14.5152468630375	21.5176299622555	1.48241570848162	0.567950074138682	0.131681152138947	1	21.9631231950233	21.2984770897492	22.4029395504714	20.4059800137779	9.35671696795771	12.4047178592057	19.3762666770269	16.9232859479598
"Acp1"	1364.30918298551	1361.67376865893	1366.94459731208	1.00387084540694	0.00557366901304509	0.923709829417341	1	1415.18906847933	1374.81669614331	1310.57196370258	1367.20066092312	1400.10510265985	1310.76518712274	1428.03085409688	1307.79393075623
"Acp2"	594.918228556901	580.710576220316	609.125880893485	1.0489319565318	0.0689210943517441	0.40630104948643	1	592.049407865846	575.058881423227	623.921866480629	645.473367804239	589.473168981336	548.908765269854	598.72664032013	585.733730309943
"Acp6"	181.2958400873	179.598755275318	182.992924899282	1.01889862554315	0.027010518921231	0.802645009874234	1	177.614822359754	206.595227770567	151.219841965682	196.541807501124	158.21357782183	175.733503005415	187.949786767161	196.498153506867
"Acrbp"	50.6853370503141	49.6253702083581	51.7453038922701	1.04271874799142	0.0603500729143098	0.866712556530508	1	45.8360831896139	40.4671064705234	61.6080837637964	59.0699421451467	47.6341954732393	44.4502389954872	37.7837200202024	68.6333263445037
"Acsbg1"	44.1709116269292	43.2408557248959	45.1009675289624	1.04301746052161	0.0607633093409922	0.926073360270949	1	36.2868991917777	33.0126394891112	63.8483777188435	47.2559537161173	51.0366380070421	34.1129741128158	44.5654133571618	43.248397422564
