"MUT1"	"MUT2"	"MUT3"	"MUT4"	"WT1"	"WT2"	"WT3"	"WT4"
"Chd7"	1121.07420134597	1150.11776284645	1224.32064643326	1251.20877452902	997.766273037672	883.836147468409	994.97129386533	1340.70032009948
"Chd8"	2082.67702992808	2200.13268337109	2297.42145090084	2257.5457888927	1965.76117390457	2025.07019051534	2149.79678781613	2281.82305531658
"Chd9"	1002.6643197728	1106.45588481247	1163.83270964699	1159.91886394106	1187.45244429718	1192.92036746028	1138.35566727533	1160.18526998791
"Chek1"	898.57821419639	881.756951515615	864.753466648197	846.311171097737	831.046588881335	792.8682165009	880.651320470871	919.498536505817
"Chek2"	251.143539143093	248.127258095578	272.195715538228	256.685748594365	256.884411302112	247.060630695848	260.610786806011	241.62691603476
"Cherp"	1267.17671651287	1217.20796567916	1200.79755990527	1343.57268406506	1172.99206352852	1100.91871000451	1201.32853397567	1328.47794691485
"Chfr"	539.528895877747	556.95517589694	497.345258020465	517.667492981103	517.171265138026	524.099329551442	525.096826947428	543.425515440043
"Chgb"	84.9877375807425	6.38954312692475	4.48058791009428	11.8139884290293	27.2195402704224	5.16863244133572	0	16.9232859479598
"Chic1"	247.323865543958	216.179542460954	212.827925729478	221.243783307277	258.585632569013	248.094357184115	291.612813489254	266.071662404035
"Chic2"	216.766476750883	218.309390169929	197.145868044148	225.539779099651	218.60693279683	222.251194977436	218.951813450404	284.875313457324
"Chid1"	392.471462311069	421.709846377033	361.807473740113	359.789647611348	408.293104056337	455.873381325811	372.024320198916	377.013203618438
"Chka"	382.922278313233	456.852333575119	439.09761518924	424.229584496962	351.30219161514	414.524321795125	446.622946905469	490.775292490835
"Chkb"	10.5041023976199	15.9738578173119	16.8022046628536	10.7399894809358	11.9085488683098	10.3372648826714	14.5322000077702	16.9232859479598
"Chl1"	25.7827967941578	47.9215734519356	69.4491126064614	102.02990006889	101.222665380633	112.676187221119	196.669106771823	252.909106666733
"Chm"	691.360921443343	592.097663095026	644.084512076053	637.955375167584	636.256753821124	684.32693523285	727.578813722359	670.350160049742
"Chml"	517.565772682724	539.916394225141	486.14378824523	480.077529797828	485.69867170035	498.256167344764	467.936840250199	484.194014622184
"Chmp1a"	791.627353420624	791.238423884181	756.09920982841	810.86920581065	798.723384810208	751.519156970214	793.45812042425	754.026407236877
"Chmp1b"	521.385446281858	500.514211609105	501.82584593056	485.447524538296	498.457831202111	466.210646208482	493.125986930334	477.612736753533
"Chmp2a"	513.746099083589	534.591774952704	478.302759402565	488.669521382577	470.387680298238	528.234235504511	501.845306934996	443.766164857613
"Chmp2b"	887.119193398986	821.05629180983	750.498474940792	773.279242627374	825.942925080631	814.57647275451	847.711667119925	790.69352679079
"Chmp3"	986.430706976483	1063.85893063297	1048.45757096206	947.267072218534	1019.03153887394	1084.37908619223	984.314347192965	957.105838612394
"Chmp4b"	1342.61527009577	1339.67420894522	1322.89358045534	1336.05469142841	1350.76968591971	1345.91188772382	1419.31153409222	1404.63273368067
"Chmp4c"	17.1885311961052	21.2984770897492	17.9223516403771	16.1099842214036	17.8628233024647	14.47217083574	19.3762666770269	9.40182552664435
"Chmp5"	1122.98403814554	1014.87243332655	985.729340220742	959.081060647563	1028.3882558419	1081.27790672743	932.967240498844	998.47387092963
"Chmp6"	554.807590274285	488.800049209743	431.256586346575	473.633536109267	502.710884369364	523.065603063175	543.504280290604	518.980769070768
"Chmp7"	847.012620608074	811.471977119443	854.672143850485	751.799263665503	872.726509920419	886.93732693321	830.273027110601	803.856082528092
"Chn1"	368.598502316479	330.126394891112	351.726150942401	378.047629728939	358.957687316196	356.635638452165	356.523306857294	412.740140619687
"Chn2"	121.27463677252	125.66101482952	118.735579617499	124.583877978855	130.143426917957	107.507554779783	125.945733400675	85.5566122924636
"Chordc1"	1438.10711007414	1388.66070625164	1499.87680290406	1408.01262095068	1444.33685559929	1367.62014397743	1416.40509409066	1560.70303742296
"Chpf"	510.881343884239	517.552993280904	545.511578053979	562.775448801034	544.390805408449	569.583295035197	545.441906958306	499.236935464815
"Chpf2"	317.032908728163	305.6331462379	320.362035571741	317.903688635698	303.6679961419	292.544596179602	305.176200163173	314.020972589921
"Chpt1"	550.987916675151	522.877612553342	496.225111042942	515.519495084916	569.058513778519	550.976218246388	513.471066941212	489.83510993817
"Chrac1"	265.467315139847	271.555582894302	292.358361133652	222.31778225537	285.805172839436	215.015109559566	253.829093469052	213.421439454827
"Chrd"	36.2868991917777	56.4409642878352	38.0849972358014	64.4399368856145	85.0610633450701	95.1028369205773	91.0684533820263	82.7360646344703
"Chrdl1"	78.3033087822571	102.232690030796	108.654256819786	110.621891653638	102.073276014084	92.0016574557759	99.7877733866884	95.8986203717723
"Chrna4"	84.0328191809589	86.2588322134841	72.8095535390321	91.2899105879539	61.2439656084505	65.1247687608301	60.0664266987833	82.7360646344703
"Chrna7"	37.2418175915613	28.7529440711614	38.0849972358014	40.8119600275559	30.6219828042252	34.1129741128158	46.5030400248645	50.7698578438795
"Chrnb1"	38.1967359913449	56.4409642878352	34.7245563032307	33.2939673909008	53.5884699073942	82.6981190613716	50.3782933602699	47.9493101858862
"Chrnd"	17.1885311961052	33.0126394891112	16.8022046628536	19.3319810656844	14.4603807686619	21.70825625361	17.4386400093242	21.624198711282
"Chst1"	101.221350377064	118.206547848108	107.534109842263	121.361881134574	96.9696122133799	102.338922338447	100.75658672054	88.3771599504569
"Chst10"	116.500044773602	79.8692890865593	118.735579617499	105.25189691317	96.1190015799292	71.327127690433	98.818960052837	124.104096951705
"Chst11"	761.069964627548	748.641469704683	667.607598604048	678.76733519514	725.570870333448	741.181892087543	811.865573767426	672.230525155071
"Chst12"	134.643494369491	137.375177228882	127.696755437687	146.063856940726	128.442205651056	117.844819662455	144.35318674385	143.847930557659
"Chst14"	275.016499137684	258.776496640452	302.439683931364	262.055743334832	274.747234604576	279.106151832129	277.080613481484	280.174400694002
"Chst15"	379.102604714098	385.50243532446	264.354686695563	357.641649715161	451.674246362322	410.389415842056	394.307026877497	259.490384535384
"Chst2"	770.619148625384	755.031012831607	813.226705682112	757.169258405971	802.976437977462	824.913737637181	666.543573689724	752.146042131548
"Chst3"	168.065638361918	178.907207553893	183.704104313866	166.469836954504	165.869073522887	177.800955981949	157.916573417769	180.515050111571
"Chst7"	23.8729599945906	29.8178679256488	20.1626455954243	16.1099842214036	16.1616020355633	21.70825625361	19.3762666770269	18.8036510532887
"Chst8"	35.3319807919941	35.1424871980861	23.523086527995	21.4799789618715	38.2774785052816	38.2478800658844	33.908466684797	24.4447463692753
"Chst9"	45.8360831896139	31.9477156346237	48.1663200335135	36.5159642351816	25.518319003521	31.0117946480143	27.1267733478376	32.9063893432552
"Chsy1"	1305.37345250421	1323.70035112791	1302.73093485991	1389.75463883309	1316.74526058169	1309.73146063447	1395.09120074593	1380.18798731139
"Chsy3"	76.3934719826899	54.3111165788603	48.1663200335135	81.6239200551117	55.2896911742956	73.3945806669673	53.2847333618239	50.7698578438795
"Chtf18"	328.491929525566	365.268882089198	329.32321139193	355.493651818973	359.808297949647	346.298373569493	349.741613520335	371.372108302452
"Chtf8"	3063.37822650586	2939.18983838538	2978.47081323518	3173.66689161652	2986.49393404541	2837.57921029331	2837.65425485058	2987.90015236757
"Chuk"	820.274905414132	734.797459596346	835.629645232584	756.095259457877	750.238578703518	764.957601317687	825.428960441345	826.420463792038
"Churc1"	228.225497548286	235.348171841728	226.269689459761	226.613778047744	244.125251800351	248.094357184115	226.702320121214	205.899979033511
"Ciao1"	515.655935883157	466.436648265506	415.574528661245	465.041544524518	492.503556767956	468.278099185017	417.558546889929	455.048355489586
"Ciapin1"	773.483903824735	933.9382203855	944.28390205237	700.247314157011	771.503844539786	946.893463252705	871.932000466209	738.043303841581
"Cib1"	185.254169558023	205.530303916079	222.909248527191	200.837803293499	210.100826462323	212.947656583032	232.515200124322	180.515050111571
"Cib2"	112.680371174468	75.6095936686095	88.4916112243621	80.5499211070182	88.4635058788729	89.9342044792416	84.2867600450669	86.496794845128
"Cic"	1474.39400926591	1650.63197445556	1529.00062431967	1623.88640951749	1560.01990174859	1506.13949340523	1581.10336084539	1540.95920381701
"Ciita"	21.9631231950233	28.7529440711614	38.0849972358014	45.1079558199302	25.518319003521	21.70825625361	38.7525333540537	39.4876672119063
"Cilp"	9.54918399783623	13.8440101083369	5.60073488761785	7.51799263665503	14.4603807686619	26.8768886949458	12.5945733400675	9.40182552664435
"Cilp2"	11.4590207974035	22.3634009442366	31.36411537066	18.2579821175908	17.8628233024647	14.47217083574	12.5945733400675	18.8036510532887
"Cinp"	474.594444692461	480.280658373843	481.663200335135	425.303583445056	461.03096333028	495.154987879962	482.469040257969	418.381235935673
"Cir1"	491.782975888566	545.241013497578	558.953341784262	492.965517174951	576.714009479575	557.178577175991	490.21954692878	512.399491202117
"Cirbp"	594.914163065197	580.383500695664	665.367304649001	591.77342039956	663.476294091547	615.067260518951	676.231707028238	659.067969417769
"Cisd1"	324.672255926432	326.931623327649	308.040418818982	322.199684428073	337.692421479928	311.151672968411	332.302973511011	282.05476579933
"Cisd2"	776.348659024086	750.771317413658	765.060385648599	721.727293118883	745.985525536265	717.406182857398	752.767960402494	735.222756183588
"Cisd3"	59.2049407865847	53.2461927243729	43.6857321234193	69.8099316260824	45.9329742063379	40.3153330424186	62.004053366486	69.5735088971682
"Cish"	50.610675188532	46.8566495974481	40.3252911908486	56.9219442489595	51.8872486404928	59.9561363194944	56.1911733633779	32.9063893432552
"Cit"	362.868991917777	366.333805943685	365.167914672684	383.417624469406	364.911961750351	344.230920592959	364.273813528105	412.740140619687
"Cited1"	544.303487876665	521.812688698854	404.373058886009	421.007587652682	368.314404284154	375.242715240974	357.492120191146	274.533305378015
"Cited2"	1060.91434215961	963.756088311149	1056.29859980473	1021.37299963699	911.854599059152	955.163275158842	891.308267143236	905.395798215851
"Cited4"	34.3770623922104	30.8827917801363	23.523086527995	20.4059800137779	34.8750359714787	29.9780681597472	29.0644000155403	23.5045638166109
"Ciz1"	506.10675188532	538.851470370653	612.720396705393	571.367440385782	512.918211970773	532.36914145758	555.13004029682	586.673912862607
"Ckap2"	706.639615839881	669.837104472611	653.045687896242	663.73134992183	716.21415336549	707.068917974727	687.857467034454	729.581660867601
"Ckap2l"	1284.36524770897	1321.57050341893	1234.40196923098	1301.68672508941	1343.11419021866	1217.7298031787	1204.23497397722	1273.94735886031
"Ckap4"	1942.30402515989	1970.1091308018	1877.3663343295	2054.55998770301	2032.95941394718	2051.94707921028	1887.24837434242	1994.12719420127
"Ckap5"	4309.54673822349	4507.82267604541	4442.50291285848	4715.92938107889	4226.68423761653	4037.73566317147	4370.31694900341	4787.4095581673
"Ckb"	328.491929525566	458.982181284094	403.252911908486	419.933588704588	335.140589579576	379.377621194042	403.026346882159	432.48397422564
"Cklf"	101.221350377064	106.492385448746	90.7319051794092	92.3639095360475	108.87816108169	99.2377428736459	95.912520051283	117.522819083054
"Cks1b"	1341.66035169599	1261.93476756764	1270.24667251173	1359.68266828647	1384.79411125774	1328.33853742328	1233.29937399276	1239.16060441172
"Cks2"	1398.95545568301	1297.07725476572	1237.76241016355	1160.99286288916	1360.12640288767	1245.64041836191	1280.77122735148	1276.7679065183
"Clasp1"	1606.17274843605	1662.34613685492	1801.1963398579	1862.31417599426	1683.35844359894	1757.33503005415	1787.46060095573	1958.40025720002
"Clasp2"	918.631500591846	907.315124023314	873.714642468385	892.493125865761	880.382005621476	941.724830811369	890.339453809385	960.866568823052
"Clasrp"	331.356684724917	342.905481144961	407.73349981858	369.45563814419	366.613183017252	332.859929222021	310.989080166281	442.825982304949
"Clca1"	132.733657569924	133.115481810932	101.933374954645	107.399894809358	119.085488683098	64.091042272563	93.006080049729	78.9753344238125
"Clcc1"	385.787033512584	356.749491253298	379.729825380491	335.087671805196	409.143714689787	319.421484874548	384.618893538983	369.491743197123
"Clcf1"	20.0532863954561	26.6230963621864	19.0424986179007	24.7019758061522	28.0701509038731	23.7757092301443	28.095586681689	29.1456591325975
"Clcn1"	5.72951039870174	6.38954312692475	14.5619107078064	13.9619863252165	4.25305316725351	5.16863244133572	11.6257600062161	13.1625557373021
"Clcn2"	244.459110344608	249.192181950065	268.835274605657	270.647734919581	237.320366732746	222.251194977436	279.987053483038	312.140607484592
"Clcn3"	624.51663345849	681.551266871973	597.038339020063	618.6233941019	653.268966490138	533.402867945847	559.005293632225	597.015920941916
"Clcn5"	651.254348652431	690.070657707873	654.165834873765	666.95334676611	668.579957892251	752.552883458481	687.857467034454	669.409977497077
"Clcn6"	241.594355145257	233.218324132753	209.467484796908	288.905717037172	149.707471487323	194.340579794223	198.606733439525	307.43969472127
"Clcn7"	288.385356734654	330.126394891112	347.245563032307	295.349710725733	324.082651344717	294.612049156136	312.926706833984	341.28626661719
"Clcnka"	11.4590207974035	22.3634009442366	13.4417637302829	11.8139884290293	14.4603807686619	10.3372648826714	14.5322000077702	10.3420080793088
"Cldn1"	112.680371174468	138.440101083369	86.251317269315	78.401923210831	318.978987544013	276.004972367328	325.521280174051	108.12099355641
"Cldn11"	219.631231950233	194.881065371205	226.269689459761	295.349710725733	271.344792070774	305.983040527075	280.95586681689	204.959796480847
"Cldn12"	640.750246254811	664.512485200174	682.169509311855	643.325369908052	627.750647486617	541.672679851984	658.793067018913	623.34103241652
"Cldn19"	10.5041023976199	17.0387816717993	21.2827925729478	8.5919915847486	40.8293104056337	31.0117946480143	22.2827066785809	2.8205476579933
"Cldn25"	848.922457407641	854.068931298941	753.858915873363	808.721207914462	851.461244084152	745.316798040611	838.023533781412	758.727320000199
"Cldn3"	190.028761556941	176.777359844918	164.661605695965	163.247840110223	167.570294789788	151.95779377527	164.698266754728	132.565739925685
"Cldn4"	573.905958269958	528.202231825779	499.585551975513	439.265569770272	505.262716269716	507.559705739168	407.870413551416	397.697219777056
"Cldn5"	445.946892698952	366.333805943685	322.602329526788	352.271654974693	419.351042291196	475.514184602887	443.716506903915	326.243345774559
"Cldn6"	811.68063981608	850.874159735479	824.428175457348	625.067387790461	734.076976667955	710.170097439528	678.16933369594	535.904055018728
"Cldn7"	451.676403097654	405.735988559721	390.931295155726	297.49770862192	402.338829622182	388.681159588446	360.3985601927	315.90133769525
"Cldn8"	862.291315004612	858.328626716891	896.117582018857	782.945233160217	821.689871913377	812.509019777976	843.83641378452	643.084866022473
"Cldn9"	219.631231950233	238.54294340519	257.633804830421	201.911802241592	180.329454291549	144.7217083574	206.357240110336	154.189938636967
"Clec11a"	18.1434495958888	21.2984770897492	15.68205768533	16.1099842214036	40.8293104056337	41.3490595306858	20.3450800108782	14.1027382899665
"Clec14a"	293.159948733572	225.763857151341	246.432335055186	227.687776995838	244.125251800351	246.02690420758	279.018240149187	251.028741561404
"Clec16a"	450.72148469787	437.683704194345	569.034664581974	490.817519278764	567.357292511618	394.883518518049	465.030400248645	533.083507360734
"Clec18a"	322.762419126865	259.84142049494	314.761300684123	234.131770684399	419.351042291196	340.096014639891	305.176200163173	229.404542850122
"Clec1a"	76.3934719826899	66.0252789782224	45.9260260784664	47.2559537161173	73.1525144767603	62.0235892960287	72.6610000388508	61.1118659231883
"Clec1b"	14.3237759967543	17.0387816717993	11.2014697752357	21.4799789618715	10.2073276014084	20.6745297653429	24.2203333462836	17.8634685006243
"Clec2d"	50.610675188532	41.5320303250108	45.9260260784664	40.8119600275559	61.2439656084505	62.0235892960287	44.5654133571618	32.9063893432552
"Clec2l"	21.9631231950233	13.8440101083369	23.523086527995	17.1839831694972	21.2652658362675	24.8094357184115	18.4074533431755	20.6840161586176
"Clec9a"	13.3688575969707	13.8440101083369	6.72088186514143	5.36999474046788	14.4603807686619	16.5396238122743	10.6569466723648	10.3420080793088
"Clic1"	1617.63176923346	1608.03502027606	1610.77135367889	1568.03846421662	1677.40416916478	1686.00790236371	1626.63758753641	1371.72634433741
"Clic4"	3659.24730797084	3487.62562344642	3298.83284880692	3227.36683902119	3570.01282859259	3458.84882974187	3261.99449507747	3368.67408619667
"Clic5"	70.6639615839881	68.1551266871973	26.8835274605657	40.8119600275559	76.5549570105631	70.2934012021658	50.3782933602699	15.9831033952954
"Clic6"	37.2418175915613	38.3372587615485	44.8058791009428	21.4799789618715	35.7256466049294	59.9561363194944	40.6901600217564	14.1027382899665
"Clint1"	2324.27138507334	2311.94968809227	2204.44925176639	2103.96393931531	2168.20650466584	2234.91666763357	2325.15200124322	2269.60068213195
"Clip1"	802.131455818244	822.121215664317	847.951261985343	875.309142696264	763.84834883873	807.34038733664	777.957107082629	865.908131003944
"Clip2"	711.414207838799	684.746038435435	698.971713974708	706.691307845573	705.156215130631	695.697926603788	728.54762705621	737.103121288917
"Clip3"	1143.037324541	1211.88334640673	1304.97122881496	1401.56862726212	1251.24824180598	1186.71800853068	1173.23294729398	1239.16060441172
"Clip4"	100.26643197728	138.440101083369	129.937049392734	128.879873771229	104.625107914436	124.047178592057	110.444720059053	128.805009715028
"Clk1"	939.639705387085	1106.45588481247	1061.89933469235	1136.290887083	953.534520098236	1112.28970137545	1032.75501388553	1263.605350781
"Clk2"	557.672345473636	589.967815386051	625.042013458153	591.77342039956	566.506681878167	583.02173938267	552.223600295266	674.1108902604
"Clk3"	528.069875080344	612.331216330288	553.352606896644	498.335511915419	549.494469209153	554.07739771119	519.28394694432	543.425515440043
"Clk4"	398.200972709771	458.982181284094	490.624376155324	444.63556451074	425.305316725351	480.682817044222	483.43785359182	591.374825625929
"Clmn"	355.229644719508	375.918120634073	383.090266313061	374.825632884658	370.015625551055	353.534458987364	403.026346882159	377.013203618438
"Cln3"	108.860697575333	108.622233157721	116.495285662451	113.843888497919	120.78670995	101.30519585018	112.382346726756	126.924644609699
"Cln5"	373.373094315397	346.100252708424	306.920271841458	295.349710725733	401.488218988731	333.893655710288	279.987053483038	313.080790037257
"Cln6"	308.43864313011	239.607867259678	314.761300684123	322.199684428073	325.783872611619	305.983040527075	306.145013497024	270.772575167357
"Cln8"	342.815705522321	359.944262816761	340.524681167166	366.233641299909	382.774785052816	362.837997381768	352.648053521889	300.858416852619
"Clns1a"	1398.95545568301	1351.38837134458	1606.2907657688	1441.30658834158	1292.92816284507	1408.96920350812	1456.12644077857	1432.8382102606
"Clock"	475.549363092244	513.293297862955	488.384082200277	513.371497188729	475.491344098942	515.829517645305	553.192413629117	497.356570359486
"Clp1"	319.897663927514	289.659288420588	327.082917436883	312.53369389523	296.012500440844	297.713228620938	334.240600178713	329.063893432552
"Clpb"	470.774771093326	536.721622661679	510.787021750748	538.073472994881	544.390805408449	499.289893833031	497.001240265739	494.536022701493
"Clpp"	407.750156707607	342.905481144961	418.934969593816	382.343625521313	377.671121252111	362.837997381768	385.587706872835	392.996307013734
"Clptm1"	801.17653741846	887.081570788052	812.106558704589	858.125159526767	845.506969649997	788.733310547831	852.555733789182	846.164297397991
"Clptm1l"	891.893785397904	923.288981840626	899.478022951427	880.679137436732	930.568032995067	901.40949776895	925.216733828033	983.430950086999
"Clpx"	629.291225457408	642.149084255937	673.208333491666	636.88137621949	630.302479386969	628.505704866424	616.165280329454	618.640119653198
"Clrn1"	77.3483903824735	101.167766176308	97.4527870445507	111.695890601732	56.1403018077463	56.854956854693	81.3803200435128	64.872596133846
"Clspn"	1231.84473572087	1322.63542727342	1310.57196370258	1289.87273666038	1229.98297596971	1133.99795762906	1180.98345396479	1248.56242993837
"Clstn1"	1380.81200608712	1467.46507148372	1433.78813123017	1374.71865355978	1402.65693456021	1397.59821213718	1374.74612073506	1264.54553333366
"Clstn2"	180.479577559105	151.219187337219	207.227190841861	251.315753853897	209.250215828872	205.711571165162	216.04537344885	215.301804560156
"Clstn3"	57.2951039870174	61.7655835602725	76.1699944716028	85.919915847486	66.3476294091547	67.1922217373644	77.5050667081075	52.6502229492083
"Clta"	1571.79568604384	1524.97095962604	1521.15959547701	1517.56051365622	1575.3308931507	1634.32157795036	1524.91218748201	1458.22313918254
"Cltb"	224.405823949151	232.153400278266	198.266015021672	205.133799085873	233.067313565492	208.812750629963	200.544360107228	197.438336059531
"Cltc"	6254.71551858273	6791.01942006652	6599.90599156888	6742.56539613147	5999.3567977278	6525.91532043048	6609.24456353386	6983.67600119142
"Clu"	478.414118291595	482.410506082818	305.800124863935	328.643678116634	530.781035273238	442.434936978338	389.46296020824	277.353853036008
"Cluap1"	221.541068749801	221.504161733391	236.351012257473	258.833746490552	232.216702932041	235.689639324909	203.450800108782	222.823264981471
"Clybl"	94.5369215785787	109.687157012208	86.251317269315	122.435880082668	98.6708334802813	146.789161333935	89.1308267143236	97.7789854771012
"Cmas"	661.758451050051	642.149084255937	637.363630210912	611.105401465244	646.464081422533	607.831175101081	611.321213660198	589.494460520601
"Cmbl"	25.7827967941578	17.0387816717993	10.0813227977121	11.8139884290293	26.3689296369717	26.8768886949458	22.2827066785809	13.1625557373021
"Cmc1"	209.127129552614	193.816141516717	198.266015021672	194.393809604937	201.594720127816	193.306853305956	199.575546773377	186.156145427558
"Cmklr1"	22.918041594807	33.0126394891112	22.4029395504714	23.6279768580587	50.1860273735914	34.1129741128158	32.9396533509457	29.1456591325975
"Cmpk1"	1239.48408291914	1222.5325849516	1283.68843624201	1259.80076611376	1282.72083524366	1207.39253829603	1308.86681403316	1296.51174012426
"Cmpk2"	135.598412769275	117.14162399362	103.053521932169	123.509879030761	127.591595017605	117.844819662455	119.164040063715	122.223731846377
"Cmtm3"	1143.99224294078	1009.54781405411	1015.97330861388	1062.18495966455	1171.29084226162	1245.64041836191	1193.57802730486	1080.26975301144
"Cmtm4"	2022.51717074171	1962.65466382038	1878.48648130703	1729.13830643066	1814.35248115035	1854.50531995126	1844.62058765296	1774.12447687779
"Cmtm6"	579.635468668659	593.162586949514	638.483777188435	645.473367804239	639.659196354927	675.023396838446	666.543573689724	602.657016257903
"Cmtm7"	149.922188766029	182.101979117355	166.901899651012	144.989857992633	187.984949992605	180.90213544675	191.825040102566	167.352494374269
"Cmtm8"	77.3483903824735	70.2849743961722	67.2088186514142	65.5139358337081	77.4055676440138	81.6643925731044	55.2223600295266	54.5305880545372
"Cmya5"	10.5041023976199	13.8440101083369	7.841028842665	11.8139884290293	13.6097701352112	10.3372648826714	11.6257600062161	7.52146042131548
"Cnbp"	7352.8716783339	7146.70398746533	7389.609610723	7160.35098693987	7019.23894723519	6927.00119787814	7444.36165731372	7406.75814989042
"Cndp1"	21.0082047952397	22.3634009442366	7.841028842665	16.1099842214036	9.35671696795771	24.8094357184115	13.5633866739188	9.40182552664435
"Cndp2"	953.96348138384	921.159134131651	888.276553176192	780.797235264029	925.464369194363	895.207138839347	867.087933796952	810.437360396743
"Cnih2"	103.131187176631	112.88192857567	108.654256819786	141.767861148352	96.1190015799292	113.709913709386	113.351160060607	110.941541214403
"Cnih4"	586.319897467145	515.423145571929	504.066139885607	506.927503500168	528.229203372885	506.525979250901	531.878520284387	468.210911226888
"Cnksr1"	42.0164095904794	33.0126394891112	45.9260260784664	39.7379610794623	48.48480610669	41.3490595306858	49.4094800264185	32.9063893432552
"Cnksr2"	130.823820770356	133.115481810932	115.375138684928	121.361881134574	124.189152483802	125.080905080325	95.912520051283	148.548843320981
"Cnksr3"	441.172300700034	434.488932630883	463.740848694758	472.559537161173	407.442493422886	463.109466743681	435.966000233105	398.63740232972
"Cnn2"	1368.39806688993	1378.01146770677	1371.05990048885	1446.67658308205	1424.77281102992	1569.19680918953	1527.81862748357	1543.779751475
"Cnn3"	4794.64528531357	4960.41531420258	4729.26053910452	4959.72714229613	5323.97195476794	5596.59520747832	5030.07882935617	5089.20815757259
"Cnnm2"	115.545126373818	96.9080707583586	108.654256819786	104.177897965077	136.097701352112	98.2040163853788	115.28878672831	96.8388029244368
"Cnnm3"	379.102604714098	454.722485866144	405.493205863533	386.639621313687	380.222953152463	413.490595306858	414.652106888375	424.962513804324
"Cnnm4"	194.803353555859	218.309390169929	187.064545246436	213.725790670622	178.628233024647	233.622186348375	200.544360107228	191.797240743545
"Cnot1"	5691.31366271039	5643.03150492904	5972.62368415568	5782.41033653581	5364.80126517357	5359.87184166515	5763.47052308164	6138.45188634609
"Cnot10"	946.324134185571	988.249336964361	924.121256456946	909.677109035258	956.936962632039	878.667515027073	938.780120501952	1018.21770453558
"Cnot2"	1639.59489242848	1512.19187337219	1507.71783174673	1595.96243686705	1551.51379541408	1556.79209133032	1623.73114753485	1531.55737829036
"Cnot3"	1114.38977254749	1167.15654451825	1205.27814781536	1140.58688287538	1152.5774083257	1142.26776953519	1139.32448060918	1151.72362701393
"Cnot4"	500.377241486619	489.86497306423	495.104964065418	501.5575087597	491.652946134505	520.998150086641	476.656160254861	545.305880545372
"Cnot6"	3310.70209204982	3206.48572586173	3157.69432963895	3234.88483165785	3220.41185824435	3151.83206272652	3386.9714151443	3397.81974532927
"Cnot6l"	828.869171012185	808.27720555598	810.986411727065	739.985275236474	776.60750834049	805.272934360106	833.179467112155	745.564764262897
"Cnot7"	1499.22188766029	1498.34786326385	1479.71415730864	1401.56862726212	1440.08380243204	1399.66566511371	1479.377960791	1586.0879663449
"Cnot8"	840.328191809589	843.419692754066	787.46332519907	852.755164786299	840.403305849293	865.2290706796	838.023533781412	784.112248922139
"Cnp"	226.315660748719	228.958628714803	189.304839201483	236.279768580587	202.445330761267	206.745297653429	205.388426776485	190.85705819088
"Cnpy2"	911.94707179336	835.965225772654	868.113907580767	893.567124813855	922.912537294011	944.82601027617	858.36861379229	848.984845055984
"Cnpy3"	476.504281492028	471.761267537944	453.659525897046	476.855532953548	530.781035273238	482.750270020757	442.747693570064	429.663426567647
"Cnpy4"	546.213324676233	545.241013497578	573.515252492068	548.813462475817	632.003700653871	583.02173938267	512.502253607361	515.22003886011
"Cnr1"	15.278694396538	54.3111165788603	19.0424986179007	20.4059800137779	32.3232040711266	46.5176919720215	18.4074533431755	26.3251114746042
"Cnrip1"	147.057433566678	160.803502027606	147.859401033111	172.913830643066	166.719684156337	195.37430628249	139.509120074593	134.446105031014
"Cnst"	399.155891109555	411.060607832159	367.408208627731	355.493651818973	390.430280753872	415.558048283392	379.774826869727	432.48397422564
"Cntd1"	45.8360831896139	44.7268018884732	39.205144213325	41.8859589756494	37.4268678718309	41.3490595306858	38.7525333540537	47.0091276332217
"Cntfr"	799.266700618893	840.224921190604	847.951261985343	938.675080633785	711.110489564786	736.013259646207	731.454067057764	854.625940371971
"Cntln"	703.77486064053	702.849743961722	737.05671121051	712.061302586041	734.927587301406	728.777174228337	790.551680422696	822.65973358138
"Cntn1"	69.7090431842045	67.0902028327098	81.7707293592207	93.4379084841411	87.6128952454222	92.0016574557759	77.5050667081075	89.3173425031213
"Cntn2"	23.8729599945906	30.8827917801363	30.2439683931364	27.923972650433	19.5640445693661	24.8094357184115	28.095586681689	19.7438336059531
"Cntn3"	116.500044773602	120.336395557083	151.219841965682	139.619863252165	127.591595017605	165.396238122743	111.413533392904	135.386287583679
"Cntn4"	127.004147171222	112.88192857567	136.657931257876	131.027871667416	96.9696122133799	74.4283071552344	82.3491333773642	78.0351518711481
"Cntn6"	33.4221439924268	21.2984770897492	20.1626455954243	39.7379610794623	39.9786997721829	32.0455211362815	18.4074533431755	10.3420080793088
"Cntnap1"	24.8278783943742	35.1424871980861	32.4842623481836	39.7379610794623	42.5305316725351	28.9443416714801	45.5342266910131	25.3849289219397
"Cntnap2"	57.2951039870174	74.544669814122	60.4879367862728	57.9959431970531	56.1403018077463	72.3608541787001	45.5342266910131	59.2315008178594
"Cntnap3"	5.72951039870174	13.8440101083369	5.60073488761785	10.7399894809358	16.1616020355633	26.8768886949458	18.4074533431755	15.042920842631
"Cntnap4"	14.3237759967543	12.7790862538495	20.1626455954243	23.6279768580587	14.4603807686619	21.70825625361	19.3762666770269	15.9831033952954
